county,enrollment,vaccinated,school_year,year,vac_pct,GEO.id,tot_pop,male,male_pct,female,female_pct,under_5,under_5_pct,5_9,5_9_pct,10_14,10_14_pct,15_19,15_19_pct,20_24,20_24_pct,25_34,25_34_pct,35_44,35_44_pct,45_54,45_54_pct,55_59,55_59_pct,60_64,60_64_pct,65_74,65_74_pct,75_84,75_84_pct,85_over,85_over_pct,median_age,median_age_pct,hispanic_latino,hispanic_latino_pct,mexican,mexican_pct,white,white_pct,black,black_pct,aian,aian_pct,asian,asian_pct,nhopi,nhopi_pct,other,other_pct,GEO.id2_y,median_income,insurance,insurance_pct,private_insure,private_insure_pct,public_insure,public_insure_pct,no_insurance,no_insurance_pct,hs_degree_pct,bachelor_degree_pct
Riverside,91088.0,88386.0,2016-2017,2017,97.03363780080801,0500000US06065,2323892,1156126,49.7,1167766,50.3,157562,6.8,171118,7.4,175355,7.5,179233,7.7,171728,7.4,313835,13.5,297470,12.8,302022,13.0,133322,5.7,115755,5.0,172853,7.4,95996,4.1,37643,1.6,34.8,,1102968,47.5,,,865631,37.2,137779,5.9,9407,0.4,139108,6.0,6262,0.3,121725,5.2,6065,57972,1963426,85.3,1302330,56.6,857100,37.2,338467,14.7,80.5,21.2
Sacramento,56372.0,53791.0,2016-2017,2017,95.42148584403604,0500000US06067,1479300,722955,48.9,756345,51.1,99086,6.7,100822,6.8,100508,6.8,96125,6.5,104115,7.0,223954,15.1,192628,13.0,197063,13.3,94146,6.4,81589,5.5,107463,7.3,55771,3.8,26030,1.8,35.7,,332967,22.5,,,685952,46.4,141420,9.6,6047,0.4,220310,14.9,15090,1.0,149347,10.2,6067,57509,1312350,89.6,930862,63.6,540017,36.9,151656,10.4,86.8,29.3
San Benito,2373.0,2272.0,2016-2017,2017,95.74378423935947,0500000US06069,58051,29062,50.1,28989,49.9,3919,6.8,4297,7.4,4642,8.0,4491,7.7,4041,7.0,7582,13.1,7503,12.9,8206,14.1,3703,6.4,3148,5.4,3868,6.7,1807,3.1,844,1.5,35.1,,33864,58.3,,,20984,36.1,416,0.7,176,0.3,1447,2.5,89,0.2,2072,3.5,6069,73814,51298,88.6,36979,63.9,19328,33.4,6594,11.4,78.3,19.0
San Bernardino,87395.0,84517.0,2016-2017,2017,96.7069054293724,0500000US06071,2106754,1047925,49.7,1058829,50.3,154388,7.3,160173,7.6,160700,7.6,164728,7.8,172986,8.2,306145,14.5,271401,12.9,272099,12.9,123313,5.9,102616,4.9,130766,6.2,62068,2.9,25371,1.2,32.7,,1089104,51.7,,,642786,30.5,170376,8.1,6840,0.3,138751,6.6,6368,0.3,100641,4.800000000000001,6071,54469,1768872,85.9,1123962,54.6,787120,38.2,290269,14.1,78.8,19.3
San Diego,130753.0,125057.0,2016-2017,2017,95.64369459974151,0500000US06073,3253356,1635137,50.3,1618219,49.7,211794,6.5,200294,6.2,194958,6.0,212903,6.5,271647,8.3,522891,16.1,428775,13.2,425423,13.1,198255,6.1,172981,5.3,230617,7.1,122780,3.8,60038,1.8,35.3,,1076319,33.1,,,1519704,46.7,154251,4.7,11833,0.4,369052,11.3,14043,0.4,210765,6.6000000000000005,6073,66529,2768312,87.8,2112298,67.0,951030,30.2,385939,12.2,86.4,36.5
San Francisco,24397.0,23156.0,2016-2017,2017,94.91330901340329,0500000US06075,850282,433226,51.0,417056,49.0,38715,4.6,31467,3.7,27714,3.3,30824,3.6,52567,6.2,192694,22.7,136563,16.1,115444,13.6,51607,6.1,50392,5.9,64739,7.6,37638,4.4,19918,2.3,38.4,,129898,15.3,,,350088,41.2,43758,5.1,1427,0.2,285040,33.5,2922,0.3,70081,8.3,6075,87701,787164,93.1,619665,73.3,239641,28.3,58719,6.9,87.4,54.8
San Joaquin,32915.0,31589.0,2016-2017,2017,95.97144159197934,0500000US06077,714860,355719,49.8,359141,50.2,52509,7.3,55602,7.8,57139,8.0,55154,7.7,52344,7.3,96811,13.5,91909,12.9,91952,12.9,41774,5.8,35750,5.0,48717,6.8,24348,3.4,10851,1.5,33.7,,289329,40.5,,,242025,33.9,47799,6.7,1917,0.3,103998,14.5,3697,0.5,51284,7.2,6077,55045,623883,88.3,408807,57.9,280396,39.7,82648,11.7,78.0,18.2
San Luis Obispo,8617.0,8270.0,2016-2017,2017,95.97307647673205,0500000US06079,278680,141572,50.8,137108,49.2,13611,4.9,14188,5.1,14208,5.1,22264,8.0,30064,10.8,32178,11.5,29596,10.6,34238,12.3,20055,7.2,19354,6.9,27906,10.0,14403,5.2,6615,2.4,39.0,,61095,21.9,,,194201,69.7,5188,1.9,1004,0.4,10070,3.6,256,0.1,13626,4.8,6079,64014,244561,89.9,199143,73.2,84383,31.0,27491,10.1,90.1,34.1
San Mateo,31116.0,29961.0,2016-2017,2017,96.28808330119553,0500000US06081,754748,371545,49.2,383203,50.8,45703,6.1,47053,6.2,43819,5.8,40528,5.4,42143,5.6,107204,14.2,109953,14.6,110482,14.6,51795,6.9,45549,6.0,61033,8.1,33231,4.4,16255,2.2,39.5,,189305,25.1,,,305123,40.4,17479,2.3,845,0.1,201128,26.6,10395,1.4,58185,7.800000000000001,6081,98546,696732,92.8,576493,76.8,200489,26.7,54146,7.2,88.6,47.1
Santa Barbara,17701.0,17027.0,2016-2017,2017,96.19230551946217,0500000US06083,439395,220159,50.1,219236,49.9,28474,6.5,26922,6.1,27140,6.2,37415,8.5,49081,11.2,58016,13.2,49928,11.4,51922,11.8,26140,5.9,22840,5.2,32362,7.4,18985,4.3,10170,2.3,33.7,,195021,44.4,,,201836,45.9,7622,1.7,1400,0.3,22305,5.1,573,0.1,20917,4.699999999999999,6083,65161,373141,86.4,276068,63.9,146013,33.8,58970,13.6,80.1,32.2
Santa Clara,84563.0,81709.0,2016-2017,2017,96.62500147818785,0500000US06085,1885056,949223,50.4,935833,49.6,120684,6.4,125390,6.7,120205,6.4,113584,6.0,120428,6.4,290150,15.4,281277,14.9,270578,14.4,117311,6.2,95175,5.0,128311,6.8,70202,3.7,31761,1.7,36.8,,496591,26.3,,,625218,33.2,44874,2.4,3196,0.2,643830,34.2,6675,0.4,125354,6.6000000000000005,6085,101173,1731960,92.3,1400734,74.7,483314,25.8,144253,7.7,87.1,49.1
Santa Cruz,10010.0,9328.0,2016-2017,2017,93.18681318681318,0500000US06087,270931,134367,49.6,136564,50.4,14960,5.5,14986,5.5,15224,5.6,22852,8.4,27522,10.2,32907,12.1,32156,11.9,35718,13.2,20078,7.4,17904,6.6,22393,8.3,9474,3.5,4757,1.8,37.0,,89587,33.1,,,157652,58.2,2156,0.8,515,0.2,11720,4.3,282,0.1,17621,6.6000000000000005,6087,70088,241938,89.8,185583,68.9,85266,31.6,27600,10.2,86.3,39.0
Shasta,6063.0,5692.0,2016-2017,2017,93.88091703777009,0500000US06089,179228,87903,49.0,91325,51.0,10466,5.8,10981,6.1,10504,5.9,10886,6.1,11156,6.2,21813,12.2,18892,10.5,23619,13.2,13261,7.4,13080,7.3,20093,11.2,10064,5.6,4413,2.5,42.3,,16703,9.3,,,145094,81.0,1700,0.9,3819,2.1,5201,2.9,53,0.0,13231,7.300000000000001,6089,45582,157273,88.4,101991,57.4,82724,46.5,20547,11.6,90.0,20.1
Sierra,51.0,47.0,2016-2017,2017,92.15686274509804,0500000US06091,2931,1449,49.4,1482,50.6,103,3.5,154,5.3,130,4.4,99,3.4,64,2.2,192,6.6,323,11.0,384,13.1,473,16.1,245,8.4,487,16.6,184,6.3,93,3.2,55.2,,305,10.4,,,2519,85.9,2,0.1,33,1.1,1,0.0,14,0.5,114,3.8,6091,43984,2666,91.9,1806,62.2,1465,50.5,236,8.1,89.0,19.8
Siskiyou,1092.0,1000.0,2016-2017,2017,91.57509157509158,0500000US06093,43668,21713,49.7,21955,50.3,2288,5.2,2660,6.1,2334,5.3,2474,5.7,2187,5.0,4452,10.2,4121,9.4,5547,12.7,3811,8.7,3853,8.8,6074,13.9,2580,5.9,1287,2.9,47.9,,5100,11.7,,,33896,77.6,695,1.6,1288,2.9,692,1.6,120,0.3,3722,8.5,6093,38524,39223,90.1,22781,52.4,23679,54.4,4291,9.9,88.6,22.2
Solano,13845.0,13363.0,2016-2017,2017,96.5185987721199,0500000US06095,429596,213518,49.7,216078,50.3,26482,6.2,27489,6.4,27757,6.5,27611,6.4,30992,7.2,60796,14.2,53064,12.4,60122,14.0,29617,6.9,27391,6.4,34762,8.1,16583,3.9,6930,1.6,37.5,,109287,25.4,,,169401,39.4,58604,13.6,1068,0.2,63669,14.8,3481,0.8,47369,11.0,6095,69227,378368,90.8,290169,69.7,142509,34.2,38213,9.2,87.5,25.1
Sonoma,17763.0,16865.0,2016-2017,2017,94.94454765523842,0500000US06097,497776,243919,49.0,253857,51.0,26442,5.3,29071,5.8,29119,5.8,30779,6.2,31748,6.4,64564,13.0,60767,12.2,68967,13.9,36447,7.3,36528,7.3,49488,9.9,22233,4.5,11623,2.3,41.2,,129634,26.0,,,320566,64.4,6669,1.3,2326,0.5,19173,3.9,1395,0.3,34072,6.9,6097,66833,443452,89.9,344024,69.7,166005,33.6,49892,10.1,87.2,33.1
Stanislaus,22993.0,22190.0,2016-2017,2017,96.50763275779585,0500000US06099,530561,262151,49.4,268410,50.6,39067,7.4,39718,7.5,41965,7.9,39682,7.5,38780,7.3,74394,14.0,66844,12.6,67585,12.7,31443,5.9,26640,5.0,37023,7.0,19177,3.6,8243,1.6,33.8,,234995,44.3,,,234089,44.1,13102,2.5,2283,0.4,27772,5.2,3485,0.7,28667,5.4,6099,51591,466512,88.5,292562,55.5,223762,42.4,60716,11.5,77.6,16.5
Sutter,5494.0,4790.0,2016-2017,2017,87.18602111394247,0500000US06101,95406,47486,49.8,47920,50.2,6604,6.9,7735,8.1,6584,6.9,6694,7.0,6520,6.8,12804,13.4,11671,12.2,12140,12.7,5725,6.0,5134,5.4,7597,8.0,4260,4.5,1938,2.0,35.6,,28485,29.9,,,45750,48.0,1759,1.8,653,0.7,14229,14.9,316,0.3,8313,8.7,6101,52943,81773,86.8,51729,54.9,40649,43.2,12398,13.2,79.2,17.9
Tehama,2397.0,2298.0,2016-2017,2017,95.86983729662077,0500000US06103,63015,31379,49.8,31636,50.2,3859,6.1,4486,7.1,4185,6.6,3973,6.3,3690,5.9,7284,11.6,7160,11.4,8467,13.4,4307,6.8,4328,6.9,6591,10.5,3381,5.4,1304,2.1,40.6,,14959,23.7,,,44001,69.8,356,0.6,1073,1.7,883,1.4,3,0.0,3465,5.4,6103,40687,55726,89.2,33297,53.3,31387,50.2,6761,10.8,82.9,13.8
Trinity,187.0,171.0,2016-2017,2017,91.44385026737967,0500000US06105,13180,6752,51.2,6428,48.8,581,4.4,610,4.6,656,5.0,756,5.7,390,3.0,1100,8.3,1504,11.4,1824,13.8,1197,9.1,1381,10.5,1888,14.3,952,7.2,341,2.6,50.6,,950,7.2,,,10936,83.0,144,1.1,566,4.3,169,1.3,138,1.0,546,4.1,6105,35270,10861,83.6,5934,45.7,6620,50.9,2135,16.4,90.7,20.1
Tulare,21524.0,20920.0,2016-2017,2017,97.19383014309608,0500000US06107,455769,227963,50.0,227806,50.0,39815,8.7,41120,9.0,39690,8.7,37238,8.2,34807,7.6,63782,14.0,56100,12.3,52024,11.4,23170,5.1,20531,4.5,27538,6.0,13982,3.1,5972,1.3,30.4,,287144,63.0,,,137157,30.1,5866,1.3,2923,0.6,14426,3.2,593,0.1,14431,3.0999999999999996,6107,42789,384492,85.1,196374,43.5,220748,48.9,67127,14.9,68.2,14.0
Tuolumne,1313.0,1194.0,2016-2017,2017,90.93678598629094,0500000US06109,53864,28134,52.2,25730,47.8,2288,4.2,2782,5.2,2284,4.2,2845,5.3,2971,5.5,6221,11.5,5587,10.4,6883,12.8,4453,8.3,4922,9.1,7355,13.7,3597,6.7,1676,3.1,48.2,,6233,11.6,,,43743,81.2,945,1.8,682,1.3,692,1.3,69,0.1,2992,5.6,6109,50731,46393,91.3,32282,63.5,24399,48.0,4409,8.7,89.8,19.7
Ventura,34909.0,33639.0,2016-2017,2017,96.36196969262942,0500000US06111,843110,417442,49.5,425668,50.5,53353,6.3,55811,6.6,58771,7.0,59335,7.0,60524,7.2,109494,13.0,106709,12.7,119452,14.2,57762,6.9,47279,5.6,65252,7.7,32971,3.9,16397,1.9,37.3,,353232,41.9,,,393301,46.6,13395,1.6,2313,0.3,58483,6.9,1144,0.1,41536,4.9,6111,78593,733431,87.7,562762,67.3,254122,30.4,103017,12.3,83.4,32.2
Yolo,7935.0,7654.0,2016-2017,2017,96.45872715816004,0500000US06113,209671,102268,48.8,107403,51.2,12353,5.9,12725,6.1,12540,6.0,19355,9.2,30460,14.5,28288,13.5,24315,11.6,24067,11.5,11371,5.4,10416,5.0,13499,6.4,6753,3.2,3529,1.7,30.9,,65448,31.2,,,100824,48.1,4611,2.2,533,0.3,28836,13.8,809,0.4,16767,8.0,6113,57663,188509,90.6,147440,70.8,60572,29.1,19648,9.4,85.6,40.0
Yuba,2877.0,2785.0,2016-2017,2017,96.80222453945082,0500000US06115,73897,37471,50.7,36426,49.3,6123,8.3,6012,8.1,5337,7.2,4986,6.7,5716,7.7,11409,15.4,8798,11.9,8751,11.8,4698,6.4,3604,4.9,5180,7.0,2325,3.1,958,1.3,32.2,,19903,26.9,,,42150,57.0,2198,3.0,699,0.9,5058,6.8,278,0.4,7182,9.7,6115,48739,62722,87.8,38185,53.4,32877,46.0,8750,12.2,82.2,15.5
Alameda,65076.0,62701.0,2017-2018,2018,96.35042104616142,0500000US06001,1605217,786730,49.0,818487,51.0,97572,6.1,97295,6.1,94149,5.9,95047,5.9,107875,6.7,256823,16.0,237847,14.8,225126,14.0,104823,6.5,88961,5.5,115361,7.2,56825,3.5,27513,1.7,37.2,,362070,22.6,,,523797,32.6,176819,11.0,4959,0.3,449676,28.0,13223,0.8,144822,9.0,6001,79831,1460959,91.6,1143354,71.7,459358,28.8,133234,8.4,87.3,43.9
Amador,751.0,719.0,2017-2018,2018,95.73901464713715,0500000US06005,36963,19839,53.7,17124,46.3,1392,3.8,1616,4.4,1620,4.4,1944,5.3,1645,4.5,3476,9.4,3991,10.8,5587,15.1,3069,8.3,3481,9.4,5627,15.2,2406,6.5,1109,3.0,50.3,,4822,13.0,,,29436,79.6,860,2.3,458,1.2,521,1.4,72,0.2,1584,4.2,6005,57032,30689,93.0,22454,68.0,15581,47.2,2323,7.0,88.3,21.5
Butte,8582.0,8119.0,2017-2018,2018,94.60498718247494,0500000US06007,223877,110926,49.5,112951,50.5,12220,5.5,13202,5.9,12142,5.4,15752,7.0,26166,11.7,27381,12.2,23191,10.4,25984,11.6,15264,6.8,14430,6.4,21215,9.5,11445,5.1,5485,2.5,36.9,,34503,15.4,,,164398,73.4,3279,1.5,1553,0.7,9497,4.2,380,0.2,20194,9.100000000000001,6007,44366,197738,89.3,132465,59.8,96959,43.8,23714,10.7,88.3,26.1
Calaveras,906.0,818.0,2017-2018,2018,90.28697571743929,0500000US06009,44787,22156,49.5,22631,50.5,1827,4.1,2551,5.7,1973,4.4,2590,5.8,1993,4.4,3779,8.4,4043,9.0,6346,14.2,4276,9.5,4164,9.3,7064,15.8,3093,6.9,1088,2.4,51.2,,5028,11.2,,,36857,82.3,256,0.6,400,0.9,448,1.0,155,0.3,3253,7.300000000000001,6009,53502,40735,91.7,29287,66.0,20450,46.1,3667,8.3,90.4,20.2
Colusa,1094.0,1061.0,2017-2018,2018,96.9835466179159,0500000US06011,21361,11097,51.9,10264,48.1,1574,7.4,1660,7.8,1740,8.1,1528,7.2,1467,6.9,2794,13.1,2504,11.7,2723,12.7,1400,6.6,1191,5.6,1669,7.8,902,4.2,209,1.0,34.7,,12351,57.8,,,7881,36.9,212,1.0,191,0.9,346,1.6,20,0.1,669,3.0,6011,54946,17878,84.4,10470,49.4,9486,44.8,3296,15.6,68.1,14.4
Contra Costa,46355.0,44726.0,2017-2018,2018,96.4858159853306,0500000US06013,1107925,540671,48.8,567254,51.2,65295,5.9,74595,6.7,74705,6.7,72546,6.5,67904,6.1,138690,12.5,149266,13.5,164966,14.9,76597,6.9,65998,6.0,90980,8.2,44847,4.0,21536,1.9,39.1,,277676,25.1,,,504792,45.6,93809,8.5,2823,0.3,169695,15.3,5177,0.5,104421,9.5,6013,82881,1008837,91.5,811996,73.7,326148,29.6,93620,8.5,89.1,40.3
Del Norte,851.0,814.0,2017-2018,2018,95.65217391304348,0500000US06015,27628,15168,54.9,12460,45.1,1631,5.9,1594,5.8,1604,5.8,1644,6.0,1761,6.4,4082,14.8,3336,12.1,3886,14.1,2039,7.4,1829,6.6,2523,9.1,1135,4.1,564,2.0,38.1,,5326,19.3,,,17427,63.1,632,2.3,1671,6.0,650,2.4,31,0.1,3741,13.5,6015,42363,21543,89.2,12593,52.1,12348,51.1,2605,10.8,82.2,14.9
El Dorado,6316.0,5867.0,2017-2018,2018,92.89107029765674,0500000US06017,183000,91349,49.9,91651,50.1,8525,4.7,10814,5.9,11421,6.2,11792,6.4,10148,5.5,17832,9.7,20429,11.2,28382,15.5,16487,9.0,14459,7.9,19918,10.9,9164,5.0,3629,2.0,45.2,,22868,12.5,,,144069,78.7,1576,0.9,1203,0.7,7542,4.1,331,0.2,10587,5.8,6017,72586,167988,92.4,136195,74.9,60890,33.5,13912,7.6,92.6,33.0
Fresno,49179.0,47409.0,2017-2018,2018,96.40090282437626,0500000US06019,963160,480527,49.9,482633,50.1,79212,8.2,79297,8.2,74717,7.8,73242,7.6,77556,8.1,142862,14.8,117078,12.2,113308,11.8,53070,5.5,44893,4.7,61323,6.4,31101,3.2,15501,1.6,31.6,,501136,52.0,,,296265,30.8,45506,4.7,4357,0.5,93878,9.7,1255,0.1,39936,4.1000000000000005,6019,45963,816964,85.8,475270,49.9,430274,45.2,134940,14.2,73.8,19.7
Glenn,1130.0,1088.0,2017-2018,2018,96.28318584070796,0500000US06021,27976,14216,50.8,13760,49.2,2048,7.3,1984,7.1,2232,8.0,1988,7.1,1869,6.7,3367,12.0,3320,11.9,3541,12.7,1770,6.3,1784,6.4,2282,8.2,1268,4.5,523,1.9,36.9,,11255,40.2,,,14845,53.1,195,0.7,468,1.7,685,2.4,103,0.4,850,3.0,6021,41699,23650,85.5,14279,51.6,12473,45.1,4015,14.5,72.5,12.7
Humboldt,4239.0,3870.0,2017-2018,2018,91.29511677282377,0500000US06023,135182,67449,49.9,67733,50.1,7365,5.4,7728,5.7,6912,5.1,9133,6.8,13141,9.7,18527,13.7,16277,12.0,15844,11.7,10202,7.5,9300,6.9,12552,9.3,5708,4.2,2493,1.8,37.6,,14530,10.7,,,101904,75.4,1374,1.0,6145,4.5,3692,2.7,331,0.2,14149,10.5,6023,42685,114883,85.6,74140,55.3,59457,44.3,19266,14.4,90.3,28.2
Imperial,9005.0,8747.0,2017-2018,2018,97.13492504164353,0500000US06025,178807,91324,51.1,87483,48.9,14924,8.3,14636,8.2,13238,7.4,13803,7.7,14527,8.1,25057,14.0,21775,12.2,21395,12.0,9810,5.5,8331,4.7,11712,6.6,6737,3.8,2862,1.6,32.2,,147880,82.7,,,21334,11.9,4195,2.3,1151,0.6,2227,1.2,129,0.1,3672,2.1,6025,42560,143703,85.2,76585,45.4,78365,46.5,24991,14.8,67.0,14.0
Inyo,447.0,432.0,2017-2018,2018,96.64429530201343,0500000US06027,18326,9235,50.4,9091,49.6,1067,5.8,910,5.0,1114,6.1,1043,5.7,959,5.2,2031,11.1,1962,10.7,2308,12.6,1363,7.4,1616,8.8,2156,11.8,1132,6.2,665,3.6,45.4,,3867,21.1,,,11733,64.0,179,1.0,1969,10.7,222,1.2,34,0.2,635,3.4,6027,47278,16035,89.7,11802,66.0,7296,40.8,1844,10.3,88.5,24.5
Kern,41544.0,39345.0,2017-2018,2018,94.70681686886194,0500000US06029,871337,447079,51.3,424258,48.7,72235,8.3,73398,8.4,69668,8.0,66785,7.7,70447,8.1,131056,15.0,109173,12.5,104829,12.0,47145,5.4,40559,4.7,51464,5.9,25089,2.9,9489,1.1,31.2,,449747,51.6,,,313983,36.0,45298,5.2,4464,0.5,38843,4.5,997,0.1,35155,4.1000000000000005,6029,49788,729975,86.7,441445,52.4,355141,42.2,112428,13.3,73.6,15.7
Kings,6638.0,6431.0,2017-2018,2018,96.88159084061463,0500000US06031,150261,83207,55.4,67054,44.6,11954,8.0,11893,7.9,10975,7.3,10600,7.1,13016,8.7,25007,16.6,20647,13.7,18791,12.5,7783,5.2,5964,4.0,7892,5.3,4154,2.8,1585,1.1,31.4,,79862,53.1,,,50536,33.6,8917,5.9,1163,0.8,5422,3.6,336,0.2,7722,5.1,6031,47241,114331,87.3,72374,55.2,53029,40.5,16702,12.7,72.9,12.8
Lake,2086.0,1976.0,2017-2018,2018,94.7267497603068,0500000US06033,64076,31982,49.9,32094,50.1,3603,5.6,3495,5.5,3591,5.6,3755,5.9,3410,5.3,6978,10.9,6453,10.1,8744,13.6,5610,8.8,5315,8.3,7916,12.4,3766,5.9,1440,2.2,45.8,,12086,18.9,,,46301,72.3,1329,2.1,1898,3.0,839,1.3,68,0.1,3019,4.6,6033,36132,54114,85.4,29165,46.0,34579,54.5,9286,14.6,83.7,16.2
Lassen,523.0,500.0,2017-2018,2018,95.60229445506691,0500000US06035,31945,21191,66.3,10754,33.7,1441,4.5,1306,4.1,1597,5.0,1618,5.1,3165,9.9,6214,19.5,4476,14.0,4308,13.5,2010,6.3,1888,5.9,2359,7.4,1076,3.4,487,1.5,36.4,,5880,18.4,,,21101,66.1,2808,8.8,800,2.5,533,1.7,236,0.7,1136,3.5,6035,51457,20344,91.8,14763,66.6,9151,41.3,1809,8.2,81.4,12.5
Los Angeles,390245.0,374275.0,2017-2018,2018,95.90769900959654,0500000US06037,10057155,4954616,49.3,5102539,50.7,636122,6.3,623651,6.2,633141,6.3,682708,6.8,769454,7.7,1564349,15.6,1401310,13.9,1380576,13.7,620293,6.2,518349,5.2,684208,6.8,371171,3.7,171823,1.7,35.8,,4861648,48.3,,,2687787,26.7,801182,8.0,18765,0.2,1413105,14.1,24439,0.2,471107,4.7,6037,57952,8403192,84.1,5572702,55.8,3468111,34.7,1585437,15.9,77.7,30.8
Madera,6288.0,6046.0,2017-2018,2018,96.15139949109415,0500000US06039,153366,74035,48.3,79331,51.7,11668,7.6,12471,8.1,11631,7.6,11233,7.3,11191,7.3,21230,13.8,19138,12.5,18219,11.9,8773,5.7,8101,5.3,11807,7.7,5860,3.8,2044,1.3,33.5,,86265,56.2,,,54887,35.8,4679,3.1,1450,0.9,2906,1.9,132,0.1,5773,3.8,6039,45742,124752,85.7,68490,47.1,72056,49.5,20801,14.3,71.7,13.1
Marin,10876.0,10400.0,2017-2018,2018,95.6233909525561,0500000US06041,259358,126745,48.9,132613,51.1,12685,4.9,15243,5.9,16336,6.3,14058,5.4,11319,4.4,23534,9.1,33642,13.0,41698,16.1,20212,7.8,20155,7.8,29384,11.3,14389,5.5,6703,2.6,45.7,,40943,15.8,,,186361,71.9,5849,2.3,476,0.2,14525,5.6,381,0.1,19837,7.6,6041,100310,238315,93.6,200111,78.6,75388,29.6,16231,6.4,93.1,57.1
Mariposa,215.0,197.0,2017-2018,2018,91.62790697674419,0500000US06043,17645,8881,50.3,8764,49.7,731,4.1,770,4.4,804,4.6,978,5.5,822,4.7,1748,9.9,1640,9.3,2531,14.3,1547,8.8,1693,9.6,2676,15.2,1423,8.1,282,1.6,50.6,,1789,10.1,,,14381,81.5,226,1.3,379,2.1,224,1.3,27,0.2,1238,7.0,6043,49265,16208,92.7,11914,68.2,8063,46.1,1267,7.3,89.5,22.6
Mendocino,3085.0,2844.0,2017-2018,2018,92.18800648298217,0500000US06045,87409,43634,49.9,43775,50.1,5164,5.9,5635,6.4,4973,5.7,5286,6.0,4691,5.4,10190,11.7,10168,11.6,11000,12.6,6336,7.2,7424,8.5,10302,11.8,4159,4.8,2081,2.4,42.3,,20955,24.0,,,58018,66.4,499,0.6,2792,3.2,1521,1.7,185,0.2,6610,7.6,6045,43510,75699,87.4,42465,49.0,44586,51.5,10931,12.6,86.5,24.1
Merced,13846.0,13436.0,2017-2018,2018,97.03885598728876,0500000US06047,265001,133782,50.5,131219,49.5,21476,8.1,22462,8.5,22477,8.5,23013,8.7,21565,8.1,37261,14.1,32529,12.3,30982,11.7,14082,5.3,11418,4.3,15970,6.0,8501,3.2,3265,1.2,30.6,,152475,57.5,,,78119,29.5,8221,3.1,807,0.3,19377,7.3,500,0.2,10481,4.0,6047,44397,227897,87.0,127380,48.6,122360,46.7,34099,13.0,68.6,13.7
Modoc,255.0,242.0,2017-2018,2018,94.90196078431372,0500000US06049,9033,4637,51.3,4396,48.7,382,4.2,531,5.9,568,6.3,524,5.8,345,3.8,946,10.5,943,10.4,1196,13.2,603,6.7,907,10.0,1246,13.8,641,7.1,201,2.2,47.1,,1335,14.8,,,7014,77.6,82,0.9,367,4.1,110,1.2,8,0.1,229,2.6,6049,41194,7525,85.6,4486,51.1,4391,50.0,1261,14.4,86.4,18.3
Mono,292.0,275.0,2017-2018,2018,94.17808219178082,0500000US06051,14051,7551,53.7,6500,46.3,617,4.4,837,6.0,978,7.0,643,4.6,1689,12.0,1661,11.8,1608,11.4,2107,15.0,1219,8.7,836,5.9,1216,8.7,459,3.3,181,1.3,38.9,,3865,27.5,,,9254,65.9,74,0.5,317,2.3,167,1.2,0,0.0,748,5.300000000000001,6051,58937,11181,80.1,8216,58.8,4433,31.7,2783,19.9,84.0,30.6
Monterey,19146.0,18569.0,2017-2018,2018,96.9863156795153,0500000US06053,430201,219883,51.1,210318,48.9,33073,7.7,32271,7.5,31021,7.2,30363,7.1,32977,7.7,63667,14.8,55842,13.0,52441,12.2,24736,5.7,22257,5.2,28912,6.7,14659,3.4,7982,1.9,33.7,,247084,57.4,,,133626,31.1,10653,2.5,1085,0.3,24480,5.7,1983,0.5,21918,5.2,6053,60889,346780,83.9,232209,56.2,153808,37.2,66570,16.1,70.9,23.6
Napa,5084.0,4864.0,2017-2018,2018,95.6726986624705,0500000US06055,140823,70010,49.7,70813,50.3,7686,5.5,8090,5.7,9518,6.8,9066,6.4,9220,6.5,17201,12.2,17862,12.7,19326,13.7,9916,7.0,8989,6.4,13322,9.5,6807,4.8,3820,2.7,40.7,,47164,33.5,,,75647,53.7,2849,2.0,426,0.3,10735,7.6,250,0.2,7033,5.0,6055,74609,126190,90.9,101133,72.8,44605,32.1,12709,9.1,83.9,33.0
Nevada,2460.0,2173.0,2017-2018,2018,88.33333333333333,0500000US06057,98639,48833,49.5,49806,50.5,4243,4.3,4642,4.7,5286,5.4,5545,5.6,4596,4.7,9587,9.7,10342,10.5,13080,13.3,8533,8.7,9692,9.8,13852,14.0,6198,6.3,3043,3.1,49.5,,9019,9.1,,,84469,85.6,472,0.5,876,0.9,1246,1.3,57,0.1,4900,4.9,6057,57429,86756,88.8,65169,66.7,40052,41.0,10911,11.2,93.3,34.4
Orange,128591.0,123927.0,2017-2018,2018,96.37299655496886,0500000US06059,3132211,1546687,49.4,1585524,50.6,189534,6.1,195681,6.2,207155,6.6,213027,6.8,226342,7.2,440004,14.0,423886,13.5,455268,14.5,202646,6.5,165967,5.3,231194,7.4,124554,4.0,56953,1.8,37.3,,1070553,34.2,,,1314672,42.0,47971,1.5,6475,0.2,596998,19.1,8847,0.3,167487,5.4,6059,78145,2730728,87.7,2045413,65.7,919070,29.5,384240,12.3,84.5,38.4
